ID,smiles,density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,BDE
AZORUD,[O-][N+](=O)c1ccc(cc1)/N=C/c1c2ccccc2cc2c1cccc2,1.3539,3.485,4.5,1.836,1.009,549,115.1,299.6
BUNCIW,[O-][N+](=O)C1=C([N+](=O)[O-])[C@@](C)([N+](=O)[O-])C(C(=O)[C@@]1(C)[N+](=O)[O-])(C)C,1.5751,6.768,19.0,4.939,3.165,640,-404.9,80.2
OCEHEL,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N,1.5316,5.231,11.2,3.899,1.707,437,46.4,261.9
LOZZEH,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2,1.4617,4.875,9.4,2.573,1.471,571,-362.9,169.0
VELKIH,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1,1.3403,3.689,5.1,1.994,1.082,542,-67.5,300.3
KOKCOC,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-],1.6046,5.317,11.9,3.789,1.616,426,-237.5,226.1
PELHUL,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-],1.4687,5.77,13.2,2.785,2.415,867,-176.5,309.0
GEJLEM,Cc1ccc(cc1)N(CCc1ccc(cc1)[N+](=O)[O-])C,1.2308,3.548,4.4,1.305,1.082,829,-131.3,295.8
WENRAJ,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-],1.5623,5.235,11.3,3.056,1.426,466,-291.7,290.8
EGUQIG,O=C1N2CC[C@H]2C[C@H]1[C@H](c1ccc(cc1)[N+](=O)[O-])O,1.3898,4.482,7.7,2.12,1.449,683,-412.1,295.4
ESOLAB,[O-][N+](=O)c1ccccc1[C@@H]1O[C@H]1c1ccccc1[N+](=O)[O-],1.4954,4.981,10.0,3.811,1.79,469,-121.9,281.7
MUGTAJ,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-],1.3794,3.905,5.8,1.794,1.049,584,-244.7,290.9
LEVNUW,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1,1.4006,4.431,7.5,2.162,1.48,684,11.5,309.1
KOVGUX,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-],1.4032,5.012,9.7,3.405,2.033,597,54.0,246.4
YEJVIU,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O,1.4395,5.663,12.5,3.061,2.251,735,-612.7,243.8
FUSZEY,[O-][N+](=O)c1cccc2c1[nH]c(=O)c1c2cccc1,1.5353,4.224,7.3,2.182,1.018,466,-201.9,293.7
SICNUN,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7022,7.019,21.5,4.542,2.668,587,-412.3,132.0
SAZPER,[O-][N+](=O)c1ccc2c(c1)N[C@@H](C(=N2)c1ccccc1)c1ccccc1,1.3208,3.592,4.7,1.661,1.017,612,63.0,297.4
TICTOO,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-],1.4148,4.635,8.3,2.89,1.649,570,-301.9,288.5
IMIWOQ,NC(=O)NN/C(=N/[N+](=O)[O-])/N,1.6504,7.23,22.4,3.565,2.957,829,-149.5,205.3
CIJBAA,[O-][N+](=O)c1ccc2c(c1)c(nc(n2)c1ccccc1[N+](=O)[O-])c1ccccc1,1.4573,4.395,7.6,2.806,1.351,481,76.3,262.6
OJARIA,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-],1.5527,5.119,10.8,3.23,1.656,512,-365.6,279.2
ANOQUR,N#C[C@H](c1ccccc1[N+](=O)[O-])CC1=CCCCC1=O,1.3421,4.13,6.4,2.09,1.387,663,-161.1,273.9
JERVUY,[O-][N+](=O)c1c[nH]c(=O)c(c1)[N+](=O)[O-],1.8027,7.389,24.7,4.735,2.723,575,-176.6,265.0
BEXWEI,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccccc1)\C,1.3492,4.504,7.6,1.963,1.46,743,-134.7,311.6
YUYSIU,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C,1.5623,6.164,15.7,4.007,2.492,622,40.3,299.4
PAVZET,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-],1.4141,4.527,7.9,2.446,1.465,599,-236.0,287.4
LAPYUY,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O,1.4478,4.512,8.0,1.829,1.138,622,-748.5,300.1
RAPFIY,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.5932,6.094,15.6,3.913,2.133,545,-433.4,277.1
YEFNON,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C,1.3084,4.287,6.7,1.707,1.335,781,-187.7,311.9
NNAPAN10,O=C1OC(=O)c2c3c1ccc(c3c(cc2)[N+](=O)[O-])[N+](=O)[O-],1.7771,5.871,15.5,3.451,1.476,427,-475.2,228.3
OLIHIA,COC(=O)/C(=C/C(=O)OC)/Nc1ccccc1[N+](=O)[O-],1.4091,4.706,8.5,2.53,1.416,559,-746.1,286.5
WIGYOC01,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-],1.4955,4.441,7.9,2.268,1.181,520,-382.4,288.4
ZITHUH,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-],1.6052,5.72,13.8,3.401,1.913,562,-235.9,298.1
GECPIP,Cc1cc(ccc1C)n1cnnc1Nc1cccc(c1)[N+](=O)[O-],1.3795,4.275,6.9,1.803,1.306,724,73.6,296.2
DUXCEF,[O-][N+](=O)c1ccc2c(c1)nc(n2C(=O)c1ccccc1)c1ccccc1,1.3835,3.713,5.2,1.781,0.93,522,-114.7,296.3
PADZAX,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2,1.4608,4.439,7.8,2.46,1.39,565,296.2,301.7
AGUNUN,CCO[C@@H](n1ncc2c1cccc2[N+](=O)[O-])C,1.3689,4.696,8.3,2.2,1.677,762,-208.6,292.4
PESNAF,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2,1.4714,4.356,7.5,2.311,1.299,562,68.8,291.3
RUBXOD,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1,1.5279,5.507,12.4,3.845,2.046,532,-177.8,277.8
XATFIJ,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.4194,4.937,9.4,3.343,1.883,563,-388.1,277.9
MADKUZ,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1,1.3505,4.658,8.1,2.05,1.64,799,-323.7,213.4
CIDQIP,CC(Nc1ccc(cc1NC(=O)C)[N+](=O)[O-])C,1.3388,4.256,6.7,1.392,1.184,850,-395.6,303.6
RUJSEV,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-],1.4214,4.882,9.2,3.042,1.847,607,-441.2,279.8
PANJOE,[O-][N+](=O)c1ccc2c(c1)n(CCc1ccccc1)cn2,1.34,3.887,5.6,1.665,1.117,670,-39.0,301.4
POWPEX,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1C(=O)N,1.4072,4.262,7.0,2.123,1.237,582,-154.5,286.4
TOYYEL,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-],1.3849,4.871,9.0,3.354,1.926,574,-51.7,265.4
LIQKEC,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-],1.4654,5.301,11.1,3.079,1.856,602,75.1,287.3
GATYIK,[O-][N+](=O)c1ccc2c(c1)ccc(=O)[nH]2,1.5164,4.696,8.9,2.763,1.303,471,-202.1,297.2
MATDEQ,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C,1.4725,4.756,9.0,1.828,1.266,692,-435.6,302.2
NOEURA,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.8612,8.92,36.7,5.993,4.173,696,-382.4,147.5
NABMOS,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-],1.688,8.022,28.0,5.783,4.397,760,12.9,150.8
HIQVEI,COC(=O)C1=C(C)NC(=O)C[C@H]1c1ccccc1[N+](=O)[O-],1.3974,4.29,7.1,1.867,1.153,617,-668.0,277.5
JUMFAA,CC(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-],1.5485,6.819,19.1,4.75,3.236,681,-245.8,170.0
IPUPOZ,N#Cc1cc([N+](=O)[O-])c2c(c1)[N+](=O)O[N-]2,1.686,6.892,20.6,5.892,2.883,489,380.9,264.5
DARQUJ,O=C1C[C@@H](N1c1ccc(cc1)[N+](=O)[O-])c1ccccc1,1.3761,4.034,6.2,2.056,1.202,584,-174.5,300.8
JOKQOR,CC(=O)Nc1ccc(cc1[N+](=O)[O-])c1[nH]nnn1,1.6078,5.761,14.0,3.053,1.93,632,31.6,286.7
ZULYEK,[O-][N+](=O)c1ccc(cc1)c1c(C)[nH]c2c1cccc2,1.3527,3.72,5.2,1.679,1.044,622,-60.6,299.2
UFUXOI,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-],1.9001,8.442,33.3,5.284,3.591,679,58.5,306.7
OLIHUM,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-],1.5622,4.916,10.0,2.552,1.267,496,-533.6,295.3
SEZVEZ,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1,1.3588,3.944,5.8,1.604,0.985,614,-683.4,287.9
SAJYAD,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-],1.4708,5.048,10.1,3.221,1.774,550,60.4,285.3
TUVMEE02,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-],1.4215,5.361,11.1,2.665,2.09,784,-614.4,313.2
LOZZIL,[O-][N+](=O)NCN([N+](=O)[O-])C,1.5623,7.926,26.0,5.828,4.785,821,-49.7,177.1
PAXQUC,O=C(c1ccc(cc1)[N+](=O)[O-])C[N-][N+]#N,1.5195,5.695,13.2,4.165,2.264,543,130.9,282.9
NHMENT,OC[C@@H]1C[C@@]2(N[C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])[N+](=O)[O-],1.5074,5.934,14.2,3.558,2.623,737,-344.8,235.7
BIXCUJ,O/N=C(/C(=N/N=C/c1cccc(c1)[N+](=O)[O-])/C)\C,1.3291,5.084,9.6,3.219,2.325,722,73.0,288.2
TANHAR,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-],1.367,4.695,8.3,4.305,2.073,481,317.1,187.5
HEDFUU,COC(=O)[C@@]1(N=CN2[C@H]1CC[C@H]2C)c1ccc(cc1)[N+](=O)[O-],1.4327,4.405,7.6,1.685,1.245,738,-456.8,295.6
ONBZAM,[O-][N+](=O)c1ccccc1C(=O)N,1.4406,4.935,9.5,2.944,1.588,539,-238.5,270.3
OVUYEL,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1,1.2369,3.759,4.9,1.348,1.226,910,-152.1,294.1
LEMSAA,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-],1.4195,4.425,7.6,2.201,1.305,593,-544.7,303.5
MAMGEM,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-],1.3505,4.61,7.9,3.758,1.87,497,47.3,225.3
NAWQEH,[O-][N+](=O)c1cc(cc(c1N1CCCCC1)[N+](=O)[O-])[N+](=O)[O-],1.5297,6.033,14.8,4.466,2.703,605,-132.3,238.2
RAPHEY,Oc1ccc(cc1/C=N/c1ccccc1Oc1ccccc1)[N+](=O)[O-],1.3768,3.937,5.9,2.1,1.126,536,-266.1,305.7
WERYEX,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2,1.8395,7.918,28.7,4.49,3.279,730,108.9,199.2
SAZJIN,CCOc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-],1.3238,4.392,7.1,2.205,1.567,710,-272.7,310.7
LEFRET,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.628,7.086,21.3,4.46,3.153,707,-518.5,158.2
VAGTED,[O-][N+](=O)/N=C(/NCC)\N,1.4225,6.352,15.7,3.012,3.066,1017,-86.0,201.0
LABJON01,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-],1.6563,6.03,15.6,3.297,1.861,564,-336.1,300.2
JOLNED,CN(/N=N/c1ccc(cc1)[N+](=O)[O-])C,1.3878,5.473,11.4,3.207,2.591,807,138.7,302.0
JEXMII,[O-][N+](=O)N1CCN([C@@H]2[C@@H]1N(CCN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8217,8.455,32.6,5.891,4.302,730,94.7,141.7
FIWLIJ,CC[C@H]([C@H](C(=O)OC)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,1.3615,4.983,9.3,2.63,1.894,719,-633.2,293.6
DEMNIS,[O-][N+](=O)[C@@]1(C)C=C(C)[C@]([C@@](C1=O)(C)[N+](=O)[O-])(C)[N+](=O)[O-],1.5013,6.108,15.0,4.336,2.791,643,-429.4,85.0
BAZPIC,CN(c1ccc(cc1N)[N+](=O)[O-])C,1.3191,4.819,8.5,2.202,1.907,865,-85.0,301.6
UVILAO,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-],1.8353,8.431,32.5,5.981,4.112,687,485.4,302.7
FIDCIF,[O-][N+](=O)c1cccnc1OCc1ccccc1,1.394,4.487,7.7,2.677,1.563,584,-109.9,273.0
EVUMIR,[O-][N+](=O)C(=C(c1ccccc1)c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-],1.4599,5.366,11.4,4.457,2.139,479,17.9,221.9
CINVIE,[O-][N+](=O)C1=C[C@@]([N+](=O)[O-])(C2CC2)[C@@H]([C@](C1=O)(C)O)[N+](=O)[O-],1.5997,6.554,18.0,4.628,2.841,613,-432.2,66.9
NAPXEK,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1,1.3073,4.093,6.1,2.17,1.429,658,180.4,296.7
VUKHIS,CC(=O)N(c1ccccc1c1ccccc1[N+](=O)[O-])C(=O)C,1.3509,3.936,5.8,1.754,1.054,601,-444.9,272.4
RUCRIR,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-],1.3833,4.432,7.5,2.051,1.402,683,-430.1,324.3
RINWUG,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-],1.554,5.36,11.8,3.516,1.817,516,-55.4,299.2
HIYMIL,[O-][N+](=O)/N=[N+]/1\C=[NH+]N=C1,1.8187,8.504,32.9,5.953,4.392,737,306.1,248.2
BAFHAS,Oc1cccc(c1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.517,5.335,11.5,3.731,1.937,519,-85.1,297.2
QEPJIG01,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)C,1.3338,4.718,8.3,1.934,1.526,789,-528.5,317.2
LAPWIL,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1,1.6324,6.568,18.4,4.735,2.757,582,260.0,249.6
SITPUI,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-],1.5741,6.209,16.0,4.352,2.483,570,9.8,247.4
YAHJOH,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C,1.6349,6.961,20.6,5.411,3.07,567,-66.6,218.6
DEZTAD,O=C(c1ccc(cc1)[N+](=O)[O-])CNc1ccccc1,1.395,4.225,6.8,2.178,1.333,612,-168.0,283.8
AMNPHA,[O-][N+](=O)c1ccc(c(c1)O)N,1.5749,5.481,12.5,3.045,1.771,581,-258.3,311.9
ZOWDOE,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-],1.4266,5.501,11.8,3.017,2.31,765,222.5,285.8
ISAJAN,N#[N+][N-]C(=O)c1ccccc1[N+](=O)[O-],1.5357,5.855,14.0,4.216,2.213,524,127.9,254.0
ZEZDAL,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-],1.4951,5.919,14.1,4.363,2.539,581,28.2,242.9
SAWNEL,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1,1.4484,5.066,10.1,3.517,1.747,496,-294.2,273.8
METNAM01,CN([N+](=O)[O-])C,1.3634,6.827,17.5,4.536,4.514,995,-75.4,178.3
TEWJOU,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N,1.6125,6.367,17.1,3.943,2.708,686,-165.7,254.9
JORCAU,CCC(C([N+](=O)[O-])(C)C)([N+](=O)[O-])[N+](=O)[O-],1.5214,6.866,19.2,5.045,3.706,734,-316.6,121.5
COWBEV,N#[N+][N-]CN1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.6951,8.08,28.5,5.766,4.431,768,356.0,171.9
LOHGOE,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1,1.5223,3.962,6.4,2.081,0.879,422,-305.7,267.4
FIZFOL,CCOc1cc(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])ccc1O,1.4922,5.243,11.0,3.263,1.901,582,-322.2,299.6
IZAREG,CC(=O)O/N=C/c1cccc(c1)[N+](=O)[O-],1.4428,5.125,10.3,3.512,1.891,538,-239.0,289.4
KABGIF,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1OC(=O)C,1.3766,4.45,7.5,2.289,1.402,612,-456.2,308.0
WUVWAL01,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-],1.4225,4.583,8.2,2.518,1.536,609,-78.3,306.1
TNFLUO,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.6646,5.946,15.2,4.282,1.903,444,-142.9,257.8
JOFGER,COc1cc2n(cnc2c(c1)[N+](=O)[O-])C(C)C,1.4242,4.744,8.7,2.068,1.576,762,-239.6,278.2
FABHUL,[O-][N+](=O)c1c([N+](=O)[O-])c(c(n1C)[N+](=O)[O-])[N+](=O)[O-],1.8092,8.475,32.6,6.436,4.005,622,36.8,246.7
NOFBEP,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC,1.3329,4.355,7.0,1.491,1.307,876,-548.5,245.9
KOMHAV,[O-][N+](=O)c1c[nH]cn1,1.6604,6.752,19.6,4.126,2.658,644,4.3,304.4
UHURAS,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-],1.4866,4.938,9.8,3.739,1.756,469,-142.6,290.5
HUFCOB,O=C(c1cnoc1C)N/N=C/c1cccc(c1)[N+](=O)[O-],1.4736,5.164,10.6,3.269,1.87,572,-71.6,288.9
BOJDOU,COc1ccccc1N/C=C\1/C=C(C=CC1=O)[N+](=O)[O-],1.4255,4.467,7.8,2.458,1.416,576,-298.9,312.9
FACYAK,[O-][N+](=O)c1ccccc1C(=O)Nc1ccccc1,1.3731,4.139,6.5,2.23,1.238,555,-185.9,246.6
YIMPOB,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1,1.4488,5.014,9.9,2.524,1.648,653,-603.7,314.8
MENPND10,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC,1.5521,5.936,14.5,3.551,2.074,583,-644.8,278.9
HOHCIR,O=NN1[C@@H](CO[C@@H]1c1ccc(cc1)[N+](=O)[O-])Cc1ccccc1,1.4043,4.638,8.3,2.629,1.693,643,-144.5,291.8
YODHUV,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C,1.4294,6.111,14.5,2.786,2.885,1035,-1.5,208.0
BETWAY,[O-][N+](=O)c1ccc(cc1)[C@@H]1OC[C@H]2[C@@H](N1)CCCC2,1.3183,3.973,5.8,1.35,1.154,854,-371.8,296.0
KUZJUL,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C,1.4138,4.839,9.0,2.891,1.849,639,-17.3,288.9
SOZVOU,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O,1.3868,3.976,6.0,2.013,1.131,561,-83.2,293.5
YODFUT01,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC,1.3029,4.178,6.4,1.522,1.217,799,-583.9,309.3
JUPROB,CNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.643,7.02,21.1,5.173,3.112,601,-65.8,238.9
GECPEL,CCCCn1cnnc1Nc1cccc(c1)[N+](=O)[O-],1.3196,4.555,7.6,1.856,1.592,857,1.0,288.4
QAJJUI,Oc1cccc(c1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-],1.5101,4.715,9.0,2.561,1.408,550,-237.7,289.5
QOVXUV,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1,1.3817,4.806,8.8,2.422,1.695,699,-425.0,317.4
ACIDAR,[O-][N+](=O)c1ccccc1N/N=C/1\C=CC(=O)c2c1cccc2,1.4789,4.451,7.9,2.63,1.407,535,45.2,304.5
EWEVIM02,OC(=O)c1ccc(cc1N)[N+](=O)[O-],1.5897,5.299,11.8,2.539,1.406,553,-461.9,283.8
DIJPAO,C[C@H]1[C@](C)(CC[C@@]1(C)C#N)OC(=O)c1ccc(cc1)[N+](=O)[O-],1.2704,3.788,5.1,1.391,1.031,741,-547.5,287.4
NHPYOX10,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-],1.256,3.703,4.9,1.136,1.014,892,-411.9,294.3
PAGPUL,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7496,7.547,25.3,5.323,3.137,589,357.0,245.1
WACFUD,Oc1ccc2c(c1/C=N/c1cccc(c1C)[N+](=O)[O-])cccc2,1.3677,3.798,5.4,1.828,1.07,585,-166.0,273.1
JAPXOQ,[O-][N+](=O)c1ccc(cc1)/C=C/C1=NN(CC1)c1ccccc1,1.3672,4.116,6.4,2.082,1.432,687,126.5,299.1
WAHLEW,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-],1.2796,4.001,5.8,1.497,1.279,854,-333.4,294.6
YACLOD,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2,1.6776,6.38,17.6,4.589,2.219,483,-41.2,253.5
JAPXIK,[O-][N+](=O)c1ccc(cc1)/C=C\C1=NN(CC1)c1ccccc1,1.3076,4.046,6.0,2.176,1.497,687,154.2,296.2
LABLOP,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-],1.4025,4.71,8.5,2.099,1.621,772,3.4,323.4
CAXNIY,[O-][N+](=O)C1([C@@H]2C[C@@H]3C[C@H]1C[C@H](C2)C3)[N+](=O)[O-],1.4499,5.337,11.2,2.842,2.252,792,-325.2,155.6
LEWGEA,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-],1.4529,4.56,8.2,2.417,1.23,508,-437.9,281.0
TIBKIY,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-],1.4074,4.558,8.0,2.202,1.387,629,-746.7,298.6
DEKZEZ,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1O)C(=O)C)O,1.6965,6.445,18.1,3.776,2.097,555,-600.8,267.8
DUSNUB,[O-][N+](=O)c1ccccc1/C=N/Nc1ccccc1,1.3606,4.46,7.5,2.646,1.721,650,154.1,278.3
YAHJUN,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-],1.4633,5.546,12.2,3.662,2.144,585,-313.9,225.6
NAPHAP,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1,1.7951,8.337,31.4,5.439,3.941,724,485.5,265.6
GEVSIM,COC(=O)C1=C(C)N[C@H](C(=C1)[N+](=O)[O-])c1ccccc1,1.3692,4.272,6.9,1.988,1.3,653,-422.7,313.3
RAMRUS,O=C(c1ccc(cc1)[N+](=O)[O-])N1[C@@H]2[C@H]1COCOC2,1.4428,4.948,9.6,2.928,1.739,593,-436.3,287.9
MUBKEA,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1,1.4211,4.321,7.2,2.366,1.306,551,-295.6,290.4
KAKNEP,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O,1.275,3.797,5.2,1.499,1.111,740,-317.7,297.1
WACQEY,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O,1.6471,5.731,14.1,3.875,1.854,478,-214.1,275.0
KABNEI,N#Cc1ccc(cc1)/C=C\c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.5383,5.515,12.5,4.412,2.034,461,136.9,231.7
POMVAP,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-],1.3234,3.972,5.8,1.975,1.229,622,-327.4,289.9
PAVJAY,Cc1ccc(cc1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.4731,4.929,9.7,3.3,1.591,482,-412.1,276.9
SERMUZ,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-],1.4543,4.896,9.4,2.652,1.516,571,-344.2,290.8
ZUHMUK,[O-][N+](=O)c1cc(ccc1N(C)C)[N+](=O)[O-],1.4631,5.83,13.5,4.233,2.696,636,-74.2,299.9
GIBVOE,[O-][N+](=O)c1ccc2c3c1[nH]c(=O)[nH]c3c(cc2)[N+](=O)[O-],1.7149,5.718,14.4,3.213,1.576,490,-240.4,304.5
AFEXEP,CCC(=O)Nc1ccc(cc1)[N+](=O)[O-],1.3835,4.545,7.9,2.044,1.416,692,-329.0,298.5
EJEYID,C/C(=N\c1n(C)cnc1[N+](=O)[O-])/N1CCCCC1,1.3195,4.547,7.6,1.524,1.495,981,-101.1,316.0
QAJWUV,COC(=O)/C=C\C(=O)Nc1ccc(cc1)[N+](=O)[O-],1.4776,4.817,9.2,2.63,1.413,537,-554.5,298.8
QIXSAS,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.6132,6.542,18.1,4.865,2.854,586,97.8,268.6
VEGLUP,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C,1.4484,4.502,8.0,1.806,1.193,660,-658.7,290.7
EBURUR,[O-][N+](=O)c1ccccc1C(=O)N1c2ccccc2C([C@H]1O)(C)C,1.3547,3.857,5.6,1.535,0.991,645,-488.6,266.7
FEGFIG,CO[C@@]12O[C@@](N=C1c1ccc(cc1)[N+](=O)[O-])([C@H]1[C@@H]2C(=O)N(C1=O)C)C,1.4579,4.485,7.9,2.003,1.17,584,-760.2,287.3
